,graph_i,mec_size,n_nodes,n_types,prob_inter,prob_intra,runtime,tmec_size,unoriented_tedges
897,89,216,80,10,0.2,0.3,4.310139179229736,8,0
898,89,144,90,10,0.2,0.3,1.4398798942565918,1,0
899,89,40,100,10,0.2,0.3,6.224062919616699,6,0
900,90,2,10,10,0.2,0.3,0.0044939517974853516,2,1
901,90,24,20,10,0.2,0.3,0.07684040069580078,8,0
902,90,60,30,10,0.2,0.3,0.24078893661499023,8,1
903,90,18,40,10,0.2,0.3,0.20163631439208984,2,0
904,90,180,50,10,0.2,0.3,2.46722412109375,18,2
905,90,192,60,10,0.2,0.3,2.7853548526763916,12,0
906,90,24,70,10,0.2,0.3,0.9910883903503418,2,0
907,90,120,80,10,0.2,0.3,6.177541971206665,12,0
908,90,84,90,10,0.2,0.3,2.0918502807617188,2,0
909,90,40,100,10,0.2,0.3,2.7767770290374756,2,0
910,91,16,10,10,0.2,0.3,0.047827720642089844,16,5
911,91,40,20,10,0.2,0.3,0.4701998233795166,40,5
912,91,72,30,10,0.2,0.3,0.40325260162353516,12,3
913,91,74,40,10,0.2,0.3,0.2507059574127197,2,0
914,91,8,50,10,0.2,0.3,0.25765013694763184,1,0
915,91,32,60,10,0.2,0.3,0.6515829563140869,2,0
916,91,30,70,10,0.2,0.3,2.3322060108184814,6,0
917,91,32,80,10,0.2,0.3,0.951019287109375,1,0
918,91,1152,90,10,0.2,0.3,6.695327997207642,8,0
919,91,120,100,10,0.2,0.3,4.550855398178101,4,1
920,92,4,10,10,0.2,0.3,0.008011341094970703,4,2
921,92,16,20,10,0.2,0.3,0.0947728157043457,8,3
922,92,168,30,10,0.2,0.3,4.7544004917144775,84,7
923,92,24,40,10,0.2,0.3,0.32704615592956543,4,0
924,92,64,50,10,0.2,0.3,0.6362509727478027,4,0
925,92,24,60,10,0.2,0.3,1.8920087814331055,8,0
926,92,125,70,10,0.2,0.3,2.3278536796569824,6,0
927,92,72,80,10,0.2,0.3,2.3899059295654297,4,0
928,92,96,90,10,0.2,0.3,1.350539207458496,1,0
929,92,48,100,10,0.2,0.3,6.292412281036377,6,0
930,93,4,10,10,0.2,0.3,0.011133432388305664,4,3
931,93,8,20,10,0.2,0.3,0.07417821884155273,8,1
932,93,48,30,10,0.2,0.3,0.44404125213623047,16,3
933,93,80,40,10,0.2,0.3,0.3375389575958252,4,1
934,93,64,50,10,0.2,0.3,0.8957056999206543,6,0
935,93,48,60,10,0.2,0.3,0.6481165885925293,2,0
936,93,24,70,10,0.2,0.3,2.2431108951568604,6,0
937,93,72,80,10,0.2,0.3,2.4028241634368896,4,0
938,93,8,90,10,0.2,0.3,1.9818599224090576,2,0
939,93,24,100,10,0.2,0.3,2.749220132827759,2,0
940,94,5,10,10,0.2,0.3,0.01809859275817871,5,4
941,94,96,20,10,0.2,0.3,0.148209810256958,16,2
942,94,144,30,10,0.2,0.3,0.15009045600891113,4,1
943,94,16,40,10,0.2,0.3,0.19942641258239746,2,0
944,94,42,50,10,0.2,0.3,0.3806726932525635,2,0
945,94,288,60,10,0.2,0.3,0.9193463325500488,3,0
946,94,32,70,10,0.2,0.3,0.9901340007781982,2,0
947,94,768,80,10,0.2,0.3,5.103865385055542,8,0
948,94,14,90,10,0.2,0.3,2.018775224685669,2,0
949,94,64,100,10,0.2,0.3,4.517329692840576,4,0
950,95,4,10,10,0.2,0.3,0.008527517318725586,4,2
951,95,6,20,10,0.2,0.3,0.01869654655456543,1,0
952,95,24,30,10,0.2,0.3,0.36483192443847656,12,3
953,95,40,40,10,0.2,0.3,0.45906591415405273,6,0
954,95,96,50,10,0.2,0.3,0.6442649364471436,4,0
955,95,24,60,10,0.2,0.3,0.6492409706115723,2,0
956,95,80,70,10,0.2,0.3,1.3346247673034668,3,0
957,95,72,80,10,0.2,0.3,4.299227237701416,8,0
958,95,48,90,10,0.2,0.3,6.0192787647247314,8,1
959,95,144,100,10,0.2,0.3,4.53828239440918,4,0
960,96,8,10,10,0.2,0.3,0.01627326011657715,8,3
961,96,20,20,10,0.2,0.3,0.2599294185638428,20,5
962,96,10,30,10,0.2,0.3,0.13947677612304688,4,2
963,96,16,40,10,0.2,0.3,0.19400906562805176,2,0
964,96,14,50,10,0.2,0.3,0.37660646438598633,2,0
965,96,384,60,10,0.2,0.3,1.9320096969604492,8,0
966,96,32,70,10,0.2,0.3,0.6432909965515137,1,0
967,96,24,80,10,0.2,0.3,2.3527064323425293,4,0
968,96,24,90,10,0.2,0.3,1.3267967700958252,1,0
969,96,16,100,10,0.2,0.3,1.7667393684387207,1,0
970,97,3,10,10,0.2,0.3,0.006945610046386719,3,2
971,97,10,20,10,0.2,0.3,0.1334826946258545,10,4
972,97,8,30,10,0.2,0.3,0.08257484436035156,2,0
973,97,64,40,10,0.2,0.3,0.1333611011505127,1,0
974,97,96,50,10,0.2,0.3,0.6319320201873779,4,1
975,97,320,60,10,0.2,0.3,0.8469951152801514,2,0
976,97,36,70,10,0.2,0.3,1.006570816040039,2,0
977,97,128,80,10,0.2,0.3,2.4009110927581787,4,0
978,97,24,90,10,0.2,0.3,1.9701242446899414,2,0
979,97,16,100,10,0.2,0.3,3.5746564865112305,3,0
980,98,12,10,10,0.2,0.3,0.036359548568725586,12,5
981,98,4,20,10,0.2,0.3,0.02637958526611328,2,0
982,98,56,30,10,0.2,0.3,0.3934035301208496,12,3
983,98,108,40,10,0.2,0.3,0.2102813720703125,2,0
984,98,8,50,10,0.2,0.3,0.37935900688171387,2,0
985,98,12,60,10,0.2,0.3,0.4150383472442627,1,0
986,98,96,70,10,0.2,0.3,1.0189509391784668,2,0
987,98,54,80,10,0.2,0.3,2.442181348800659,4,0
988,98,450,90,10,0.2,0.3,11.106980562210083,16,0
989,98,42,100,10,0.2,0.3,2.3315892219543457,1,0
990,99,2,10,10,0.2,0.3,0.004750251770019531,2,1
991,99,64,20,10,0.2,0.3,0.19948983192443848,20,4
992,99,6,30,10,0.2,0.3,0.13551068305969238,4,1
993,99,28,40,10,0.2,0.3,1.1023547649383545,16,0
994,99,32,50,10,0.2,0.3,0.6317117214202881,4,0
995,99,40,60,10,0.2,0.3,2.750176429748535,12,1
996,99,42,70,10,0.2,0.3,1.6437759399414062,4,0
997,99,96,80,10,0.2,0.3,4.233731508255005,8,0
998,99,10,90,10,0.2,0.3,3.439915180206299,4,0
999,99,16,100,10,0.2,0.3,1.8024065494537354,1,0
